	Depth（nm）	Load（mN）			Depth（nm）	Load（mN）			Depth（nm）	Load（mN）				点位	时间	Depth（nm）	Load（mN）			Depth（nm）	Load1（mN）	Load2（mN）	Load3（mN）
														3#	22.235903	5248.513236	221.42228						
														3#	22.295375	5252.726693	222.0241						
														3#	22.354886	5257.693481	222.61525						
														3#	22.413855	5261.696093	223.20707						
														3#	22.474306	5266.487432	223.808						
														3#	22.526291	5270.532981	224.36221						
														3#	22.583164	5274.959471	224.90903						
														3#	22.643967	5278.838026	225.50895						
														3#	22.706254	5283.697186	226.1175						
														3#	22.768135	5287.033324	226.74137						
														3#	22.830704	5292.026926	227.36325						
														3#	22.893756	5296.136352	227.99181						
														3#	22.954484	5301.026658	228.60716						
														3#	23.015309	5305.60449	229.21558						
														3#	23.075419	5309.4859	229.81089						
														3#	23.135076	5313.971311	230.41575						
														3#	23.191937	5318.079465	230.99225						
														3#	23.252064	5322.219713	231.59541						
														3#	23.312931	5326.358304	232.19569						
														3#	23.371677	5330.796821	232.78674						
														3#	23.430714	5335.003745	233.37622						
														3#	23.490024	5338.566425	233.96317						
														3#	23.547632	5343.238923	234.57421						
														3#	23.60201	5347.088358	235.10633						
														3#	23.66444	5351.605177	235.69278						
														3#	23.71942	5355.509398	236.29509						
														3#	23.775748	5359.161482	236.83003						
														3#	23.834938	5363.036752	237.44773						
														3#	23.891631	5367.392124	237.99118						
														3#	23.949779	5371.509652	238.59737						
														3#	24.003087	5375.238705	239.11731						
														3#	24.065836	5379.588251	239.71276						
														3#	24.127972	5384.02573	240.33554						
														3#	24.185188	5387.664028	240.92939						
														3#	24.244134	5391.953273	241.51186						
														3#	24.305952	5395.907935	242.11588						
														3#	24.36772	5400.034931	242.73227						
														3#	24.430197	5403.855379	243.34718						
														3#	24.48243	5407.709895	243.91752						
														3#	24.544894	5411.839622	244.50237						
														3#	24.606493	5415.336166	245.12113						
														3#	24.670495	5419.901313	245.74711						
														3#	24.731949	5424.010925	246.38221						
														3#	24.793951	5428.315801	247.00313						
														3#	24.847286	5431.67166	247.56126						
														3#	24.910469	5435.69656	248.15494						
														3#	24.973415	5439.419708	248.78659						
														3#	25.035949	5443.881009	249.41711						
														3#	25.097829	5447.804962	250.03879						
														3#	25.155523	5451.662448	250.63676						
														3#	25.211693	5454.669883	251.19419						
														3#	25.27597	5459.000193	251.8255						
														3#	25.335574	5462.913472	252.41985						
														3#	25.396361	5466.699022	253.03208						
														3#	25.456291	5470.03769	253.62426						
														3#	25.518662	5474.263899	254.24212						
														3#	25.578423	5477.604341	254.84405						
														3#	25.640475	5481.475425	255.4603						
														3#	25.703845	5485.752954	256.09212						
														3#	25.764349	5489.336106	256.72286						
														3#	25.82523	5492.750763	257.31552						
														3#	25.880701	5496.347216	257.90788						
														3#	25.93528	5499.467544	258.43293						
														3#	25.998344	5503.579585	259.02915						
														3#	26.058957	5507.22236	259.64902						
														3#	26.1207	5511.200009	260.26578						
														3#	26.183467	5514.779845	260.89279						
														3#	26.244835	5518.715682	261.50791						
														3#	26.305901	5522.186726	262.11379						
														3#	26.360416	5525.465655	262.69553						
														3#	26.416023	5528.19031	263.24498						
														3#	26.478461	5531.694727	263.84309						
														3#	26.541329	5535.400387	264.46201						
														3#	26.600445	5538.877046	265.1059						
														3#	26.653404	5542.187243	265.62114						
														3#	26.715333	5546.019654	266.21083						
														3#	26.777294	5550.276219	266.82865						
														3#	26.83188	5553.185568	267.41829						
														3#	26.888104	5556.790023	267.95961						
														3#	26.952946	5560.803753	268.55871						
														3#	27.01396	5563.1877	269.20194						
														3#	27.068612	5566.328649	269.77413						
														3#	27.125603	5569.58143	270.32875						
														3#	27.187926	5573.551014	270.9341						
														3#	27.253559	5577.308494	271.56589						
														3#	27.311257	5580.460529	272.18537						
														3#	27.373754	5584.157672	272.78803						
														3#	27.435522	5587.751463	273.41673						
														3#	27.493222	5591.13822	274.00435						
														3#	27.554335	5594.952317	274.6323						
														3#	27.607081	5597.402113	275.15944						
														3#	27.665142	5600.796135	275.7512						
														3#	27.719824	5603.900995	276.28196						
														3#	27.782576	5607.981525	276.88048						
														3#	27.844243	5611.399926	277.504						
														3#	27.90593	5615.337933	278.1146						
														3#	27.968307	5618.886518	278.74125						
														3#	28.030406	5622.286035	279.35847						
														3#	28.093463	5625.683311	279.99105						
														3#	28.153849	5629.181405	280.63312						
														3#	28.206659	5632.071214	281.15527						
														3#	28.268396	5635.52942	281.74724						
														3#	28.319657	5638.35019	282.29834						
														3#	28.371153	5641.256614	282.80951						
														3#	28.423332	5644.067134	283.32589						
														3#	28.478158	5647.070616	283.87756						
														3#	28.53373	5649.876959	284.41897						
														3#	28.596192	5653.439447	285.01377						
														3#	28.658713	5656.911115	285.64385						
														3#	28.725588	5660.308652	286.26934						
														3#	28.778935	5663.45337	286.88927						
														3#	28.83322	5666.486186	287.4173						
														3#	28.890666	5669.233963	288.00576						
														3#	28.948193	5672.315501	288.55733						
														3#	29.009759	5675.778899	289.16314						
														3#	29.067067	5679.128819	289.77241						
														3#	29.121011	5681.752469	290.30042						
														3#	29.180925	5685.076073	290.87272						
														3#	29.243656	5688.769097	291.5016						
														3#	29.29611	5691.432952	292.06241						
														3#	29.351571	5694.407574	292.59587						
														3#	29.41402	5697.564789	293.19675						
														3#	29.47553	5700.790734	293.8158						
														3#	29.530613	5703.735314	294.40806						
														3#	29.58228	5706.575951	294.91957						
														3#	29.634868	5708.96103	295.44508						
														3#	29.695572	5713.586384	296.01558						
														3#	29.755188	5716.512635	296.61454						
														3#	29.818162	5720.349351	297.23884						
														3#	29.879379	5722.981227	297.85609						
														3#	29.940156	5726.415764	298.46254						
														3#	30.00208	5729.424503	299.07828						
														3#	30.064233	5732.261518	299.69721						
														3#	30.126895	5736.289334	300.32009						
														3#	30.189904	5739.019064	300.9461						
														3#	30.248541	5741.919857	301.58709						
														3#	30.302918	5745.113087	302.12013						
														3#	30.362828	5748.398081	302.69773						
														3#	30.42571	5751.851282	303.31037						
														3#	30.487519	5754.728149	303.93147						
														3#	30.54314	5757.509477	304.52787						
														3#	30.5993	5759.899383	305.07212						
														3#	30.660861	5763.532865	305.67118						
														3#	30.718467	5766.394591	306.25712						
														3#	30.780276	5769.465006	306.85878						
														3#	30.842916	5772.156735	307.4798						
														3#	30.905113	5775.640105	308.10512						
														3#	30.965151	5778.763744	308.72936						
														3#	31.025229	5781.483462	309.31567						
														3#	31.088375	5784.402517	309.93428						
														3#	31.154025	5788.058179	310.60057						
														3#	31.211193	5790.808978	311.18716						
														3#	31.276591	5794.140638	311.82272						
														3#	31.32982	5796.311833	312.3879						
														3#	31.392223	5799.045653	312.97864						
														3#	31.456983	5802.34005	313.61547						
														3#	31.520146	5805.408432	314.25161						
														3#	31.58215	5808.531515	314.88031						
														3#	31.642027	5811.480248	315.48597						
														3#	31.70277	5814.463114	316.0919						
														3#	31.763012	5817.409078	316.71046						
														3#	31.818392	5820.41171	317.26738						
														3#	31.880996	5823.238446	317.8703						
														3#	31.939884	5826.333565	318.46942						
														3#	31.998058	5828.763883	319.08194						
														3#	32.052143	5831.811576	319.60655						
														3#	32.115475	5834.807893	320.21411						
														3#	32.173714	5837.583524	320.80699						
														3#	32.236067	5840.801333	321.42225						
														3#	32.28792	5844.010988	321.97394						
														3#	32.347072	5847.231553	322.54698						
														3#	32.398919	5849.640519	323.08896						
														3#	32.455606	5852.345806	323.63336						
														3#	32.514151	5854.890293	324.21702						
														3#	32.575746	5857.750746	324.81489						
														3#	32.627909	5860.090124	325.37691						
														3#	32.685545	5862.901769	325.92824						
														3#	32.748272	5865.79012	326.53866						
														3#	32.810272	5869.048378	327.15865						
														3#	32.869949	5871.973888	327.77909						
														3#	32.9282	5874.430542	328.34511						
														3#	32.992198	5877.575826	328.97632						
														3#	33.056375	5880.512843	329.61726						
														3#	33.119615	5883.649548	330.25237						
														3#	33.182178	5886.589618	330.88053						
														3#	33.24076	5889.749401	331.47824						
														3#	33.29884	5892.230419	332.06501						
														3#	33.356723	5894.901222	332.63741						
														3#	33.419473	5898.120923	333.25272						
														3#	33.479478	5900.625683	333.86951						
														3#	33.540266	5903.880525	334.46372						
														3#	33.601349	5906.858138	335.07856						
														3#	33.658252	5909.314362	335.65995						
														3#	33.717949	5912.276583	336.25632						
														3#	33.774689	5914.511219	336.82486						
														3#	33.831873	5917.598106	337.39342						
														3#	33.89521	5920.544726	338.00999						
														3#	33.953843	5923.054206	338.62298						
														3#	34.013729	5925.087087	339.20674						
														3#	34.074674	5928.440685	339.81028						
														3#	34.137831	5931.497464	340.44585						
														3#	34.190376	5933.25685	340.9992						
														3#	34.249912	5936.514767	341.5659						
														3#	34.309035	5939.175232	342.15962						
														3#	34.374062	5942.148936	342.77536						
														3#	34.43568	5944.786795	343.43232						
														3#	34.494641	5947.544575	344.02476						
														3#	34.552364	5950.429234	344.59564						
														3#	34.614993	5953.422048	345.20888						
														3#	34.675022	5955.918045	345.83421						
														3#	34.735263	5958.781197	346.39211						
														3#	34.796369	5962.005707	347.03641						
														3#	34.856897	5964.569058	347.63124						
														3#	34.917838	5967.621518	348.25452						
														3#	34.977888	5969.991079	348.84853						
														3#	35.037928	5973.045018	349.4472						
														3#	35.099213	5975.360721	350.06946						
														3#	35.157132	5978.032861	350.6449						
														3#	35.220673	5981.437047	351.26054						
														3#	35.27718	5984.029336	351.87211						
														3#	35.332905	5986.255197	352.40694						
														3#	35.386925	5989.033916	352.96324						
														3#	35.443951	5991.437311	353.5079						
														3#	35.507212	5994.538546	354.12428						
														3#	35.57089	5997.732977	354.75663						
														3#	35.624852	5999.936968	355.34987						
														3#	35.681262	6002.434837	355.88918						
														3#	35.74392	6005.080946	356.49808						
														3#	35.807319	6008.021748	357.12707						
														3#	35.870518	6010.593955	357.75904						
														3#	35.936843	6013.807671	358.40723						
														3#	35.990594	6016.26187	359.00868						
														3#	36.044338	6018.537032	359.53174						
														3#	36.107084	6021.202539	360.12549						
														3#	36.170977	6024.338669	360.76476						
														3#	36.234867	6027.367639	361.40353						
														3#	36.297164	6029.872772	362.034						
														3#	36.355789	6032.572981	362.62991						
														3#	36.417201	6035.879611	363.23422						
														3#	36.477276	6038.150604	363.84644						
														3#	36.540544	6041.089222	364.46002						
														3#	36.603521	6043.521233	365.10772						
														3#	36.664149	6046.61787	365.70735						
														3#	36.724605	6049.217164	366.32915						
														3#	36.781744	6051.298315	366.8943						
														3#	36.841469	6053.949224	367.48336						
														3#	36.894782	6056.446024	368.04772						
														3#	36.951104	6058.81957	368.59283						
														3#	37.014476	6061.763351	369.19531						
														3#	37.073145	6064.099727	369.82836						
														3#	37.127469	6067.037952	370.36253						
														3#	37.187005	6069.77903	370.96023						
														3#	37.239819	6072.255162	371.49087						
														3#	37.300351	6074.51893	372.07211						
														3#	37.360396	6076.956066	372.66906						
														3#	37.423493	6079.919078	373.28946						
														3#	37.478881	6082.109711	373.87242						
														3#	37.539045	6085.052369	374.47261						
														3#	37.594913	6087.768568	375.03323						
														3#	37.649763	6090.028685	375.59341						
														3#	37.712905	6092.778242	376.18666						
														3#	37.775759	6095.320947	376.8242						
														3#	37.829256	6097.905818	377.38386						
														3#	37.893223	6100.515163	377.98035						
														3#	37.956394	6104.213809	378.61942						
														3#	38.019347	6106.823684	379.24821						
														3#	38.082204	6109.992959	379.87979						
														3#	38.143798	6112.234614	380.50611						
														3#	38.195366	6114.624488	381.0498						
														3#	38.259827	6117.586673	381.65168						
														3#	38.31461	6119.637257	382.24837						
														3#	38.365607	6122.327898	382.75964						
														3#	38.417002	6124.125901	383.27106						
														3#	38.469218	6125.89172	383.78962						
														3#	38.52895	6128.712979	384.36056						
														3#	38.591017	6131.728492	384.97797						
														3#	38.649374	6133.868187	385.56773						
														3#	38.710907	6136.425788	386.17332						
														3#	38.772474	6138.813582	386.78597						
														3#	38.830653	6141.521182	387.4079						
														3#	38.887036	6144.408909	387.94699						
														3#	38.949733	6146.718473	388.55397						
														3#	39.011377	6149.761374	389.19225						
														3#	39.069312	6152.322174	389.76548						
														3#	39.131968	6154.260043	390.38114						
														3#	39.190433	6156.491886	390.98224						
														3#	39.248782	6159.702501	391.56206						
														3#	39.311434	6162.28721	392.17227						
														3#	39.373054	6164.871648	392.78883						
														3#	39.435925	6167.25017	393.41519						
														3#	39.498622	6170.204202	394.04775						
														3#	39.551323	6172.058014	394.61403						
														3#	39.603788	6173.766321	395.13066						
														3#	39.658228	6176.668621	395.66984						
														3#	39.721543	6178.95642	396.26911						
														3#	39.785329	6181.581746	396.90734						
														3#	39.845771	6184.635674	397.54161						
														3#	39.907295	6186.922349	398.14088						
														3#	39.968913	6188.543947	398.7517						
														3#	40.032846	6191.152761	399.38865						
														3#	40.0919	6193.403163	399.9919						
														3#	40.153554	6195.956625	400.63504						
														3#	40.207218	6198.261202	401.16315						
														3#	40.27056	6201.310131	401.76695						
														3#	40.330036	6203.194272	402.37529						
														3#	40.393058	6205.62577	402.99158						
														3#	40.45176	6207.72429	403.58601						
														3#	40.513164	6211.040035	404.19444						
														3#	40.573206	6213.260814	404.81069						
														3#	40.633035	6216.039636	405.40721						
														3#	40.684564	6217.985466	405.94187						
														3#	40.742488	6220.495412	406.49497						
														3#	40.803372	6222.813832	407.10527						
														3#	40.865293	6225.56019	407.71604						
														3#	40.929032	6228.26777	408.34569						
														3#	40.992261	6230.718591	408.97898						
														3#	41.051781	6233.163502	409.58545						
														3#	41.116119	6235.765768	410.21363						
														3#	41.174803	6238.32014	410.83529						
														3#	41.229752	6240.467426	411.40136						
														3#	41.280751	6242.54306	411.9083						
														3#	41.338036	6244.92428	412.45503						
														3#	41.401867	6247.328896	413.06501						
														3#	41.465346	6250.200417	413.71429						
														3#	41.52409	6252.649501	414.31319						
														3#	41.590011	6255.387222	414.94659						
														3#	41.643013	6257.567543	415.52685						
														3#	41.699528	6259.788402	416.07569						
														3#	41.763644	6262.549877	416.69442						
														3#	41.826566	6264.665723	417.32734						
														3#	41.881273	6267.127701	417.91179						
														3#	41.939625	6269.731554	418.46592						
														3#	42.002589	6272.360887	419.09845						
														3#	42.063754	6274.824891	419.70493						
														3#	42.126665	6277.291589	420.32548						
														3#	42.18758	6280.049552	420.94111						
														3#	42.245261	6282.446357	421.52805						
														3#	42.307916	6284.768307	422.14824						
														3#	42.361337	6286.771788	422.71311						
														3#	42.421852	6289.046948	423.26047						
														3#	42.486128	6291.340264	423.91239						
														3#	42.550093	6294.192614	424.55936						
														3#	42.610904	6296.775762	425.18323						
														3#	42.67235	6298.885622	425.78348						
														3#	42.73596	6301.310881	426.41233						
														3#	42.798938	6304.328897	427.04643						
														3#	42.861958	6306.565779	427.66742						
														3#	42.915991	6308.714565	428.25267						
														3#	42.971068	6310.749591	428.80642						
														3#	43.034137	6313.258957	429.39564						
														3#	43.09393	6315.683944	430.02707						
														3#	43.151308	6318.773658	430.60728						
														3#	43.209201	6321.230596	431.16732						
														3#	43.273267	6323.67473	431.79298						
														3#	43.331314	6326.03995	432.38948						
														3#	43.389806	6328.608278	432.97426						
														3#	43.448178	6330.838853	433.55575						
														3#	43.508578	6332.73276	434.15591						
														3#	43.56676	6334.878777	434.74046						
														3#	43.62989	6337.380232	435.35275						
														3#	43.690699	6339.871767	435.99217						
														3#	43.747489	6342.104598	436.55511						
														3#	43.812248	6344.913077	437.18104						
														3#	43.876155	6347.007157	437.82131						
														3#	43.934704	6349.603563	438.41591						
														3#	43.999077	6352.681427	439.04704						
														3#	44.063668	6355.084135	439.69211						
														3#	44.125335	6357.416369	440.32056						
														3#	44.18073	6360.639241	440.91074						
														3#	44.231814	6363.107068	441.42232						
														3#	44.283184	6364.965847	441.93335						
														3#	44.335145	6367.642042	442.4553						
														3#	44.386067	6369.179763	442.96655						
														3#	44.437389	6371.45197	443.47533						
														3#	44.49186	6373.549409	444.00683						
														3#	44.552366	6375.510615	444.585						
														3#	44.615397	6378.217436	445.20722						
														3#	44.677302	6381.34316	445.84565						
														3#	44.736178	6383.121387	446.43541						
														3#	44.798937	6386.104522	447.04783						
														3#	44.86245	6388.589721	447.68444						
														3#	44.921709	6390.922201	448.29217						
														3#	44.985115	6393.082696	448.91221						
														3#	45.041283	6395.486828	449.49134						
														3#	45.105214	6398.100933	450						
														3#	45.105215	6400.736678	450						
														3#	45.15159	6402.038572	450						
														3#	45.203059	6403.412138	450						
														3#	45.251885	6404.844374	450						
														3#	45.304166	6406.060957	450						
														3#	45.359615	6407.217451	450						
														3#	45.413723	6408.777477	450						
														3#	45.467537	6409.851379	450						
														3#	45.521742	6411.36398	450						
														3#	45.57714	6412.4925	450						
														3#	45.635331	6413.901078	450						
														3#	45.683901	6414.55352	450						
														3#	45.734898	6416.149464	450						
														3#	45.788609	6417.422812	450						
														3#	45.842207	6418.602735	450						
														3#	45.895411	6419.467179	450						
														3#	45.94934	6420.822116	450						
														3#	46.003841	6421.677479	450						
														3#	46.066498	6423.230304	450						
														3#	46.304816	6425.706502	449.99998						
														3#	46.353033	6426.680579	449.52283						
														3#	46.413189	6427.636299	448.9682						
														3#	46.474729	6427.558311	448.33761						
														3#	46.526399	6427.534594	447.8169						
														3#	46.580451	6427.569313	447.28635						
														3#	46.635493	6427.976697	446.74566						
														3#	46.695555	6428.128947	446.12984						
														3#	46.754422	6428.589529	445.54009						
														3#	46.807678	6428.697641	444.97569						
														3#	46.862274	6428.488091	444.44522						
														3#	46.917934	6428.505689	443.92244						
														3#	46.971826	6428.81531	443.37698						
														3#	47.033999	6428.891415	442.75813						
														3#	47.09534	6428.724035	442.14088						
														3#	47.151308	6427.839512	441.6013						
														3#	47.205481	6427.613363	441.03453						
														3#	47.25567	6427.854888	440.50569						
														3#	47.309461	6428.352164	440.00229						
														3#	47.364999	6428.358271	439.44567						
														3#	47.418272	6427.812842	438.90385						
														3#	47.469203	6428.159606	438.3716						
														3#	47.523047	6427.593723	437.86413						
														3#	47.57782	6427.76916	437.32012						
														3#	47.633959	6427.496796	436.77409						
														3#	47.688843	6427.049761	436.20974						
														3#	47.743719	6426.808996	435.66133						
														3#	47.79786	6426.76848	435.11784						
														3#	47.851902	6426.348172	434.57866						
														3#	47.906919	6426.371651	434.02964						
														3#	47.960474	6426.249316	433.4884						
														3#	48.015034	6425.534269	432.94557						
														3#	48.069863	6425.215617	432.40055						
														3#	48.119523	6424.86585	431.85934						
														3#	48.170447	6424.639379	431.36358						
														3#	48.224965	6424.631731	430.85077						
														3#	48.279385	6423.877133	430.3015						
														3#	48.3346	6423.665899	429.75776						
														3#	48.388296	6423.841466	429.20944						
														3#	48.443238	6423.496636	428.66518						
														3#	48.498373	6423.001595	428.11188						
														3#	48.552702	6422.380617	427.5753						
														3#	48.605821	6421.741354	427.0318						
														3#	48.657531	6421.818247	426.49695						
														3#	48.712818	6421.408863	425.97075						
														3#	48.768292	6421.621211	425.41571						
														3#	48.822922	6420.707609	424.86759						
														3#	48.879702	6420.273785	424.31358						
														3#	48.934286	6418.809603	423.75735						
														3#	48.989572	6418.55683	423.19824						
														3#	49.045759	6417.556091	422.66065						
														3#	49.101155	6418.120433	422.08768						
														3#	49.156147	6417.280896	421.53664						
														3#	49.210769	6417.402876	420.9886						
														3#	49.26494	6416.579875	420.44604						
														3#	49.319898	6416.05425	419.90076						
														3#	49.375195	6415.430687	419.34634						
														3#	49.429443	6414.654231	418.80232						
														3#	49.482388	6414.204526	418.26208						
														3#	49.531739	6414.04063	417.73542						
														3#	49.581232	6413.282632	417.2442						
														3#	49.631445	6413.460437	416.74598						
														3#	49.685548	6413.386948	416.24511						
														3#	49.740092	6412.79523	415.69407						
														3#	49.794451	6412.536359	415.15193						
														3#	49.848958	6411.265186	414.60942						
														3#	49.902691	6411.580059	414.06681						
														3#	49.953275	6411.127601	413.52697						
														3#	50.007326	6410.23647	413.02347						
														3#	50.061247	6409.969926	412.48599						
														3#	50.116861	6409.276461	411.93947						
														3#	50.171494	6408.906754	411.37902						
														3#	50.226936	6407.992575	410.82587						
														3#	50.284787	6407.529566	410.25026						
														3#	50.33937	6406.889346	409.7044						
														3#	50.395119	6406.442648	409.1456						
														3#	50.450272	6405.302345	408.60233						
														3#	50.504924	6404.660186	408.04835						
														3#	50.559737	6404.193866	407.49975						
														3#	50.613852	6403.885798	406.95679						
														3#	50.668577	6403.460737	406.41163						
														3#	50.723237	6402.394032	405.86317						
														3#	50.77801	6401.746276	405.31573						
														3#	50.831734	6401.038364	404.77729						
														3#	50.886894	6400.712731	404.23164						
														3#	50.940825	6399.94957	403.68421						
														3#	50.995741	6399.679864	403.13998						
														3#	51.050529	6398.920474	402.59377						
														3#	51.105509	6398.167639	402.03903						
														3#	51.160145	6397.131743	401.49228						
														3#	51.215274	6395.697711	400.94578						
														3#	51.271754	6394.81749	400.37779						
														3#	51.325554	6394.375129	399.83368						
														3#	51.375249	6393.853726	399.30736						
														3#	51.429654	6393.212106	398.79851						
														3#	51.483899	6392.457316	398.25806						
														3#	51.538087	6391.884232	397.71744						
														3#	51.592985	6391.34405	397.16103						
														3#	51.642051	6390.396083	396.63602						
														3#	51.694238	6389.675319	396.13592						
														3#	51.749351	6389.178539	395.6052						
														3#	51.803708	6388.498767	395.06274						
														3#	51.858257	6387.734867	394.51216						
														3#	51.911946	6387.09024	393.97495						
														3#	51.966484	6386.201269	393.43876						
														3#	52.021158	6385.91226	392.88538						
														3#	52.075951	6385.004371	392.33562						
														3#	52.129992	6384.367965	391.79713						
														3#	52.185329	6383.772033	391.24657						
														3#	52.239348	6382.910224	390.69548						
														3#	52.289786	6382.104918	390.16026						
														3#	52.344176	6381.561056	389.64599						
														3#	52.399516	6380.895974	389.10593						
														3#	52.454458	6379.960091	388.55205						
														3#	52.509759	6379.00068	387.99885						
														3#	52.564161	6378.612147	387.45516						
														3#	52.618773	6377.922179	386.91084						
														3#	52.673746	6377.125264	386.36073						
														3#	52.728439	6376.366827	385.81046						
														3#	52.78331	6375.593708	385.26268						
														3#	52.836845	6375.06	384.72661						
														3#	52.891987	6374.395925	384.17607						
														3#	52.947072	6373.59338	383.62855						
														3#	53.002289	6373.304638	383.07743						
														3#	53.057035	6372.020844	382.52624						
														3#	53.110754	6371.264737	381.98698						
														3#	53.165383	6370.288773	381.44364						
														3#	53.217011	6370.063718	380.9014						
														3#	53.273401	6369.304901	380.36113						
														3#	53.328894	6368.443527	379.80744						
														3#	53.383386	6367.56664	379.26701						
														3#	53.438567	6366.880644	378.71706						
														3#	53.493948	6366.145665	378.16258						
														3#	53.549134	6365.520277	377.60737						
														3#	53.604783	6364.789174	377.05296						
														3#	53.659473	6364.038327	376.50485						
														3#	53.713846	6362.905571	375.96102						
														3#	53.769537	6362.155442	375.40419						
														3#	53.824521	6362.651115	374.84959						
														3#	53.879056	6361.897018	374.30584						
														3#	53.934797	6361.093236	373.75153						
														3#	53.99057	6359.470639	373.19101						
														3#	54.045846	6358.716926	372.63616						
														3#	54.100025	6358.251708	372.09746						
														3#	54.154511	6357.273605	371.54777						
														3#	54.209116	6356.78561	371.00632						
														3#	54.262647	6355.687256	370.46531						
														3#	54.313245	6354.796372	369.9336						
														3#	54.367827	6354.488387	369.41183						
														3#	54.419278	6353.930424	368.8767						
														3#	54.473982	6353.316218	368.35713						
														3#	54.528901	6352.69654	367.80728						
														3#	54.583719	6351.50176	367.26219						
														3#	54.638967	6351.221039	366.7067						
														3#	54.6949	6351.360332	366.14545						
														3#	54.749382	6351.078671	365.60514						
														3#	54.804232	6349.938932	365.06421						
														3#	54.858752	6349.508291	364.50827						
														3#	54.912998	6348.743538	363.96796						
														3#	54.968775	6348.257248	363.41272						
														3#	55.022975	6347.343983	362.86694						
														3#	55.077786	6346.299754	362.31765						
														3#	55.131889	6345.148131	361.77987						
														3#	55.186505	6344.394715	361.23006						
														3#	55.240285	6344.137068	360.6875						
														3#	55.289515	6343.058182	360.1605						
														3#	55.342554	6342.205258	359.6519						
														3#	55.397347	6341.501995	359.12185						
														3#	55.451933	6340.869782	358.57723						
														3#	55.506939	6340.394782	358.02787						
														3#	55.561177	6339.761512	357.48569						
														3#	55.615624	6338.812213	356.94622						
														3#	55.669604	6338.179896	356.40011						
														3#	55.725198	6337.460363	355.84536						
														3#	55.780421	6336.381499	355.29811						
														3#	55.835842	6335.558645	354.73939						
														3#	55.889326	6334.704468	354.20052						
														3#	55.94337	6334.160468	353.66305						
														3#	55.998003	6333.634404	353.1192						
														3#	56.052427	6332.621093	352.57395						
														3#	56.107169	6332.726996	352.02391						
														3#	56.161509	6332.472753	351.48121						
														3#	56.216673	6331.551397	350.93356						
														3#	56.268336	6331.404452	350.39273						
														3#	56.318707	6330.553829	349.88183						
														3#	56.374062	6329.970362	349.35841						
														3#	56.428598	6329.424077	348.80515						
														3#	56.478573	6328.346817	348.27594						
														3#	56.534456	6327.573059	347.75423						
														3#	56.588987	6326.817851	347.20558						
														3#	56.643887	6326.095812	346.65814						
														3#	56.699102	6325.271125	346.10818						
														3#	56.753631	6324.723145	345.56178						
														3#	56.809134	6323.985158	345.00609						
														3#	56.864818	6323.129473	344.45625						
														3#	56.919554	6322.421256	343.90258						
														3#	56.973651	6321.606218	343.35921						
														3#	57.028153	6320.716077	342.81188						
														3#	57.083672	6320.090376	342.26442						
														3#	57.138332	6319.259949	341.71104						
														3#	57.194025	6318.593807	341.15762						
														3#	57.247377	6317.74432	340.61567						
														3#	57.298145	6317.371213	340.08051						
														3#	57.35338	6316.7237	339.57041						
														3#	57.40729	6315.673377	339.02165						
														3#	57.462033	6314.789777	338.47494						
														3#	57.516309	6314.626913	337.93549						
														3#	57.571689	6313.337254	337.38061						
														3#	57.626513	6312.769943	336.8326						
														3#	57.681101	6311.560649	336.28749						
														3#	57.735337	6311.180315	335.74403						
														3#	57.790092	6310.894682	335.19624						
														3#	57.84462	6310.031992	334.64942						
														3#	57.899736	6307.935807	334.10196						
														3#	57.953556	6307.431823	333.55208						
														3#	58.005026	6306.654891	333.01991						
														3#	58.059134	6306.628267	332.50654						
														3#	58.113708	6305.85034	331.9644						
														3#	58.16888	6305.351598	331.40739						
														3#	58.224061	6304.593571	330.85707						
														3#	58.28197	6303.953751	330.27882						
														3#	58.338171	6303.383784	329.7246						
														3#	58.393569	6302.229325	329.1606						
														3#	58.449435	6301.954317	328.60733						
														3#	58.504216	6300.973328	328.05398						
														3#	58.558441	6300.076951	327.51231						
														3#	58.614443	6299.426648	326.96025						
														3#	58.669601	6298.567371	326.40333						
														3#	58.725166	6297.925476	325.84497						
														3#	58.780506	6296.984025	325.29974						
														3#	58.834872	6296.033824	324.75057						
														3#	58.890512	6295.172409	324.19141						
														3#	58.946319	6294.604015	323.63742						
														3#	59.001331	6293.798312	323.0866						
														3#	59.056063	6293.222605	322.53436						
														3#	59.112307	6292.341671	321.98736						
														3#	59.166827	6291.466709	321.43134						
														3#	59.221183	6290.462162	320.88698						
														3#	59.278561	6289.96101	320.30962						
														3#	59.333845	6289.348616	319.76154						
														3#	59.388049	6288.445043	319.21668						
														3#	59.443478	6288.002598	318.66103						
														3#	59.496459	6287.542087	318.12197						
														3#	59.546048	6286.733017	317.59128						
														3#	59.596029	6285.914658	317.09798						
														3#	59.645206	6285.101628	316.60882						
														3#	59.699942	6284.737435	316.09883						
														3#	59.753685	6283.638383	315.55697						
														3#	59.808845	6283.303107	315.00845						
														3#	59.863872	6282.401601	314.46064						
														3#	59.919494	6282.033092	313.90344						
														3#	59.974053	6280.730505	313.36248						
														3#	60.029199	6279.372649	312.80788						
														3#	60.083948	6278.62638	312.26261						
														3#	60.138234	6278.005328	311.7059						
														3#	60.188284	6276.843438	311.17714						
														3#	60.243596	6276.361722	310.6607						
														3#	60.29938	6275.532857	310.10269						
														3#	60.353872	6275.042448	309.56157						
														3#	60.409058	6274.318843	309.00629						
														3#	60.464238	6273.546602	308.45718						
