	Depth（nm）	Load（mN）			Depth（nm）	Load（mN）			Depth（nm）	Load（mN）				点位	时间	Depth（nm）	Load（mN）			Depth（nm）	Load1（mN）	Load2（mN）	Load3（mN）
														3#	60.518086	6272.448578	307.91468						
														3#	60.57204	6270.761376	307.37441						
														3#	60.627267	6269.777041	306.827						
														3#	60.682494	6268.70486	306.27531						
														3#	60.737032	6267.924975	305.72343						
														3#	60.792155	6267.194766	305.17662						
														3#	60.84761	6266.149368	304.62302						
														3#	60.90301	6265.328849	304.06408						
														3#	60.957548	6265.187605	303.51832						
														3#	61.007299	6264.869772	302.98902						
														3#	61.061821	6263.83606	302.4838						
														3#	61.117028	6262.671422	301.92981						
														3#	61.172191	6262.188883	301.3759						
														3#	61.22779	6261.423918	300.81629						
														3#	61.278143	6260.594811	300.28881						
														3#	61.332185	6259.647354	299.7744						
														3#	61.386016	6258.628906	299.23613						
														3#	61.440795	6258.055137	298.68751						
														3#	61.496628	6256.629556	298.13731						
														3#	61.551805	6255.469579	297.58181						
														3#	61.606479	6254.912531	297.03263						
														3#	61.660673	6254.412665	296.49174						
														3#	61.716394	6253.379877	295.9373						
														3#	61.770797	6252.546117	295.38636						
														3#	61.823577	6251.757243	294.84679						
														3#	61.874207	6251.114208	294.32633						
														3#	61.929751	6250.087573	293.80249						
														3#	61.984298	6249.574591	293.25159						
														3#	62.038631	6248.654201	292.70861						
														3#	62.093939	6248.015171	292.1613						
														3#	62.149851	6246.772215	291.60673						
														3#	62.205646	6245.868529	291.04549						
														3#	62.2619	6245.18986	290.49231						
														3#	62.312699	6244.610732	289.92667						
														3#	62.363537	6243.785957	289.44016						
														3#	62.418476	6242.719603	288.9123						
														3#	62.472807	6241.941288	288.36869						
														3#	62.527331	6241.249412	287.8233						
														3#	62.582351	6239.927185	287.27455						
														3#	62.637598	6238.741738	286.72151						
														3#	62.693598	6238.256784	286.16297						
														3#	62.747829	6237.278188	285.6194						
														3#	62.802797	6236.667399	285.06859						
														3#	62.857462	6235.563945	284.52192						
														3#	62.912952	6234.49506	283.97259						
														3#	62.967467	6233.898928	283.42123						
														3#	63.022911	6233.05615	282.86908						
														3#	63.077556	6232.13855	282.32134						
														3#	63.13275	6231.338941	281.77335						
														3#	63.188734	6230.838182	281.21096						
														3#	63.24194	6229.775236	280.67193						
														3#	63.292609	6228.821911	280.13582						
														3#	63.349888	6228.238982	279.62097						
														3#	63.404921	6227.390607	279.04675						
														3#	63.461981	6226.268286	278.49114						
														3#	63.51255	6226.406322	277.93691						
														3#	63.568057	6225.412911	277.42702						
														3#	63.623846	6224.527114	276.86046						
														3#	63.680128	6223.82807	276.29656						
														3#	63.735066	6222.776657	275.74595						
														3#	63.788984	6221.801795	275.2061						
														3#	63.844239	6221.233181	274.66098						
														3#	63.899962	6220.219791	274.09742						
														3#	63.955084	6219.313302	273.54615						
														3#	64.009585	6218.379187	273.00058						
														3#	64.063784	6217.600108	272.46125						
														3#	64.117603	6216.843175	271.92157						
														3#	64.172177	6216.282806	271.37455						
														3#	64.226977	6215.308746	270.82473						
														3#	64.27687	6214.838712	270.29449						
														3#	64.330413	6214.489017	269.78549						
														3#	64.386101	6212.768208	269.23758						
														3#	64.440313	6211.925664	268.6948						
														3#	64.496426	6211.266648	268.13673						
														3#	64.550098	6210.244043	267.59288						
														3#	64.605444	6209.484266	267.04151						
														3#	64.659486	6208.574323	266.49988						
														3#	64.714608	6207.784839	265.95585						
														3#	64.769751	6207.273654	265.40195						
														3#	64.825085	6206.442004	264.84682						
														3#	64.880287	6205.261025	264.29708						
														3#	64.935791	6204.46947	263.73934						
														3#	64.989792	6203.130013	263.19736						
														3#	65.044064	6202.004301	262.65823						
														3#	65.098912	6201.173724	262.10747						
														3#	65.153671	6200.642711	261.55945						
														3#	65.207741	6199.583328	261.02012						
														3#	65.263441	6198.588814	260.46584						
														3#	65.318031	6197.813206	259.91471						
														3#	65.373075	6197.575804	259.36835						
														3#	65.427177	6197.138255	258.82716						
														3#	65.482785	6196.349798	258.27638						
														3#	65.537783	6195.573714	257.71519						
														3#	65.592102	6194.710369	257.17543						
														3#	65.647275	6193.285803	256.62663						
														3#	65.701947	6192.629494	256.07648						
														3#	65.755919	6192.208781	255.53989						
														3#	65.809978	6191.04589	254.99749						
														3#	65.863993	6190.190802	254.45834						
														3#	65.920906	6189.454938	253.91185						
														3#	65.975063	6188.591744	253.34556						
														3#	66.030766	6187.440965	252.80356						
														3#	66.084894	6186.409531	252.24559						
														3#	66.139677	6185.760944	251.69788						
														3#	66.194906	6185.349217	251.1509						
														3#	66.248657	6184.404408	250.60319						
														3#	66.29821	6183.380025	250.0796						
														3#	66.355552	6182.149416	249.56162						
														3#	66.410397	6180.680156	248.99742						
														3#	66.466561	6180.014779	248.43517						
														3#	66.521715	6178.943032	247.87864						
														3#	66.577432	6177.987276	247.327						
														3#	66.633023	6177.265238	246.76653						
														3#	66.687888	6176.309782	246.21611						
														3#	66.742245	6175.810155	245.67596						
														3#	66.796504	6174.950924	245.13528						
														3#	66.85174	6173.742416	244.5789						
														3#	66.906245	6172.699787	244.03449						
														3#	66.961497	6171.95907	243.48707						
														3#	67.017264	6170.929344	242.92545						
														3#	67.072166	6169.565026	242.37441						
														3#	67.127945	6169.110243	241.82637						
														3#	67.183781	6169.287137	241.26819						
														3#	67.237361	6168.242002	240.71684						
														3#	67.286384	6167.201416	240.19225						
														3#	67.339392	6166.104228	239.69679						
														3#	67.393508	6165.695236	239.16039						
														3#	67.447215	6164.686788	238.62288						
														3#	67.501851	6163.727966	238.07516						
														3#	67.556885	6162.645802	237.52944						
														3#	67.611788	6162.144989	236.97904						
														3#	67.666924	6161.09764	236.42966						
														3#	67.72165	6159.888046	235.87866						
														3#	67.777031	6159.347029	235.33106						
														3#	67.830856	6158.449508	234.78897						
														3#	67.885766	6157.202609	234.24395						
														3#	67.940463	6156.719514	233.69373						
														3#	67.994893	6155.893641	233.14527						
														3#	68.049957	6154.645501	232.5951						
														3#	68.105043	6154.293621	232.04634						
														3#	68.160495	6153.09477	231.49671						
														3#	68.209805	6152.030751	230.9601						
														3#	68.263584	6151.394988	230.45339						
														3#	68.320778	6150.583726	229.9106						
														3#	68.375084	6149.793766	229.34563						
														3#	68.430292	6148.44774	228.79607						
